geomtype|pass_size|abc|group|g|maxdegbf|lambdas|plabel|num_orbits|deg|BelyiDB_plabel|a_s|b_s|c_s|triples|aut_group
text|smallint|smallint[]|text|smallint|smallint|jsonb|text|smallint|smallint|text|smallint|smallint|smallint|jsonb|jsonb

H|1|[7,3,3]|8T37|0|1|[[7,1],[3,3,1,1],[3,3,1,1]]|8T37-7.1_3.3.1.1_3.3.1.1|1|8|8T37-[7,3,3]-71-3311-3311-g0|3|3|7|[[[7,5,6,4,3,1,8,2],[8,4,3,6,5,2,1,7],[4,1,5,2,6,3,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[7,4,2]|8T37|1|1|[[7,1],[4,4],[2,2,2,2]]|8T37-7.1_4.4_2.2.2.2|1|8|8T37-[7,4,2]-71-44-2222-g1|2|4|7|[[[5,1,8,4,7,2,3,6],[8,7,6,1,4,2,3,5],[6,3,2,5,4,1,8,7]]]|[[1,2,3,4,5,6,7,8]]
H|2|[7,4,3]|8T37|1|2|[[7,1],[4,4],[3,3,1,1]]|8T37-7.1_4.4_3.3.1.1|1|8|8T37-[7,4,3]-71-44-3311-g1|3|4|7|[[[5,2,7,8,4,3,1,6],[2,5,8,7,6,1,3,4],[4,1,5,2,6,3,7,8]],[[6,1,4,2,5,8,3,7],[4,3,1,2,7,5,8,6],[4,1,5,2,6,3,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[7,7,2]|8T37|1|1|[[7,1],[7,1],[2,2,2,2]]|8T37-7.1_7.1_2.2.2.2|1|8|8T37-[7,7,2]-71-71-2222-g1|2|7|7|[[[2,3,4,5,6,8,7,1],[3,4,7,8,1,6,2,5],[4,5,7,1,2,8,3,6]]]|[[1,2,3,4,5,6,7,8]]
H|2|[7,7,3]|8T37|1|1|[[7,1],[7,1],[3,3,1,1]]|8T37-7.1_7.1_3.3.1.1|2|8|8T37-[7,7,3]-71-71-3311-g1|3|7|7|[[[2,3,4,5,6,8,7,1],[5,1,8,4,7,2,3,6],[3,2,6,7,4,1,5,8]],[[2,3,4,5,6,8,7,1],[3,7,2,4,8,5,6,1],[5,8,3,1,4,6,2,7]]]|[[1,2,3,4,5,6,7,8]]
H|2|[4,3,6]|8T38|0|2|[[4,2,2],[3,3,1,1],[3,3,2]]|8T38-4.2.2_3.3.1.1_3.3.2|1|8|8T38-[4,3,6]-422-3311-332-g0|3|4|6|[[[4,7,6,5,8,3,2,1],[2,3,1,4,6,7,5,8],[8,6,5,3,4,2,1,7]],[[2,5,4,3,6,1,8,7],[2,3,1,4,6,7,5,8],[5,3,4,2,1,7,8,6]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,3,6]|8T38|0|1|[[6,1,1],[3,3,1,1],[3,3,2]]|8T38-6.1.1_3.3.1.1_3.3.2|1|8|8T38-[6,3,6]-611-3311-332-g0|3|6|6|[[[8,5,3,6,4,1,7,2],[2,3,1,4,6,7,5,8],[5,8,2,7,1,4,6,3]]]|[[5,6,7,8,1,2,3,4]]
H|2|[6,4,3]|8T38|0|2|[[6,1,1],[4,2,2],[3,3,1,1]]|8T38-6.1.1_4.2.2_3.3.1.1|1|8|8T38-[6,4,3]-611-422-3311-g0|3|4|6|[[[6,4,3,1,2,8,7,5],[3,4,5,2,7,8,1,6],[2,3,1,4,6,7,5,8]],[[2,4,3,5,6,8,7,1],[3,8,1,2,7,4,5,6],[2,3,1,4,6,7,5,8]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,6,2]|8T38|0|1|[[3,3,2],[3,3,2],[2,2,2,2]]|8T38-3.3.2_3.3.2_2.2.2.2|1|8|8T38-[6,6,2]-332-332-2222-g0|2|6|6|[[[8,1,7,6,4,5,3,2],[7,5,2,8,3,1,6,4],[3,4,1,2,7,8,5,6]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,6,2]|8T38|0|1|[[6,1,1],[3,3,2],[2,2,2,2]]|8T38-6.1.1_3.3.2_2.2.2.2|1|8|8T38-[6,6,2]-611-332-2222-g0|2|6|6|[[[6,3,1,4,2,7,5,8],[5,3,4,2,1,7,8,6],[2,1,4,3,6,5,8,7]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,6,2]|8T38|0|1|[[6,1,1],[6,1,1],[2,2,2,2]]|8T38-6.1.1_6.1.1_2.2.2.2|1|8|8T38-[6,6,2]-611-611-2222-g0|2|6|6|[[[6,3,1,4,2,7,5,8],[8,2,5,7,4,6,1,3],[8,3,2,5,4,7,6,1]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,6,3]|8T38|0|1|[[3,3,2],[3,3,2],[3,3,1,1]]|8T38-3.3.2_3.3.2_3.3.1.1|1|8|8T38-[6,6,3]-332-332-3311-g0|3|6|6|[[[8,1,7,6,4,5,3,2],[2,3,1,8,6,7,5,4],[1,4,6,7,5,8,2,3]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,6,3]|8T38|0|1|[[6,1,1],[6,1,1],[3,3,1,1]]|8T38-6.1.1_6.1.1_3.3.1.1|1|8|8T38-[6,6,3]-611-611-3311-g0|3|6|6|[[[8,1,3,2,4,5,7,6],[3,2,4,5,7,6,8,1],[2,3,1,4,6,7,5,8]]]|[[5,6,7,8,1,2,3,4]]
H|2|[4,4,3]|8T39|0|2|[[4,4],[4,2,1,1],[3,3,1,1]]|8T39-4.4_4.2.1.1_3.3.1.1|1|8|8T39-[4,4,3]-44-4211-3311-g0|3|4|4|[[[3,6,8,7,1,4,2,5],[1,5,7,8,2,6,4,3],[2,3,1,6,4,5,7,8]],[[5,8,6,1,7,2,4,3],[2,6,4,3,1,5,7,8],[3,2,8,7,5,4,6,1]]]|[[6,5,4,3,2,1,8,7]]
S|1|[4,2,2]|8T4|0|1|[[4,4],[2,2,2,2],[2,2,2,2]]|8T4-4.4_2.2.2.2_2.2.2.2|1|8|8T4-[4,2,2]-44-2222-2222-g0|2|2|4|[[[2,3,8,5,6,7,4,1],[6,5,4,3,2,1,8,7],[7,6,5,8,3,2,1,4]]]|[[7,4,5,2,3,8,1,6],[8,1,2,5,6,7,4,3]]
H|1|[8,3,4]|8T40|0|1|[[8],[3,3,1,1],[4,1,1,1,1]]|8T40-8_3.3.1.1_4.1.1.1.1|1|8|8T40-[8,3,4]-8-3311-41111-g0|3|4|8|[[[4,3,5,2,8,7,1,6],[1,4,2,3,5,8,6,7],[8,2,3,1,4,6,7,5]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,3,4]|8T40|1|1|[[8],[3,3,1,1],[4,2,2]]|8T40-8_3.3.1.1_4.2.2|1|8|8T40-[8,3,4]-8-3311-422-g1|3|4|8|[[[6,3,8,5,2,7,4,1],[4,2,1,3,8,6,5,7],[5,7,2,8,1,3,6,4]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,6,4]|8T40|1|1|[[8],[6,2],[4,1,1,1,1]]|8T40-8_6.2_4.1.1.1.1|1|8|8T40-[8,6,4]-8-62-41111-g1|4|6|8|[[[8,5,2,7,4,1,6,3],[5,3,8,2,1,7,4,6],[8,2,3,1,4,6,7,5]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,2,4]|8T41|0|1|[[6,2],[2,2,1,1,1,1],[4,4]]|8T41-6.2_2.2.1.1.1.1_4.4|1|8|8T41-[6,2,4]-62-221111-44-g0|2|4|6|[[[7,6,4,2,8,1,3,5],[1,2,8,7,5,6,4,3],[6,7,4,8,3,2,1,5]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,4,2]|8T41|0|1|[[6,2],[4,2,1,1],[2,2,2,2]]|8T41-6.2_4.2.1.1_2.2.2.2|1|8|8T41-[6,4,2]-62-4211-2222-g0|2|4|6|[[[5,4,6,2,8,1,3,7],[3,1,8,5,4,6,7,2],[6,5,7,8,2,1,3,4]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,2,6]|8T42|0|1|[[6,2],[2,2,2,2],[3,2,2,1]]|8T42-6.2_2.2.2.2_3.2.2.1|1|8|8T42-[6,2,6]-62-2222-3221-g0|2|6|6|[[[7,4,5,8,3,1,2,6],[5,6,7,8,1,2,3,4],[2,3,1,6,7,4,5,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,3,4]|8T42|0|1|[[6,2],[3,1,1,1,1,1],[4,4]]|8T42-6.2_3.1.1.1.1.1_4.4|1|8|8T42-[6,3,4]-62-311111-44-g0|3|4|6|[[[6,7,5,2,3,8,1,4],[3,1,2,4,5,6,7,8],[7,4,5,8,1,2,3,6]]]|[[1,2,3,4,5,6,7,8]]
H|3|[6,4,6]|8T42|1|3|[[6,2],[4,4],[3,2,2,1]]|8T42-6.2_4.4_3.2.2.1|1|8|8T42-[6,4,6]-62-44-3221-g1|4|6|6|[[[7,4,5,1,2,8,3,6],[7,4,5,8,1,2,3,6],[2,3,1,6,7,4,5,8]],[[6,5,4,1,2,8,3,7],[7,4,5,8,1,2,3,6],[2,3,1,7,6,5,4,8]],[[4,7,6,8,3,1,2,5],[7,4,5,8,1,2,3,6],[8,1,3,5,4,7,6,2]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,6,3]|8T42|0|1|[[6,2],[6,2],[3,1,1,1,1,1]]|8T42-6.2_6.2_3.1.1.1.1.1|1|8|8T42-[6,6,3]-62-62-311111-g0|3|6|6|[[[6,7,5,8,1,2,3,4],[5,7,4,8,3,1,2,6],[1,8,2,4,5,6,7,3]]]|[[1,2,3,4,5,6,7,8]]
H|5|[6,6,3]|8T42|1|3|[[6,2],[6,2],[3,3,1,1]]|8T42-6.2_6.2_3.3.1.1|2|8|8T42-[6,6,3]-62-62-3311-g1|3|6|6|[[[6,7,5,8,1,2,3,4],[4,5,7,1,3,2,8,6],[2,8,3,7,5,4,6,1]],[[6,7,5,2,3,8,1,4],[5,4,6,1,3,2,8,7],[8,2,1,7,5,4,6,3]],[[6,4,7,2,1,3,8,5],[7,5,6,1,8,3,2,4],[2,8,3,7,5,4,6,1]],[[5,4,6,2,3,8,1,7],[6,7,5,3,1,8,2,4],[2,8,3,7,5,4,6,1]],[[4,5,7,8,2,3,1,6],[4,7,6,8,2,3,1,5],[2,8,3,7,5,4,6,1]]]|[[1,2,3,4,5,6,7,8]]
H|4|[6,6,6]|8T42|1|4|[[6,2],[6,2],[3,2,2,1]]|8T42-6.2_6.2_3.2.2.1|1|8|8T42-[6,6,6]-62-62-3221-g1|6|6|6|[[[6,7,5,8,1,2,3,4],[7,5,6,1,2,8,3,4],[2,3,1,6,7,4,5,8]],[[7,4,5,2,8,1,3,6],[7,6,4,8,1,2,3,5],[2,3,1,6,7,4,5,8]],[[6,5,4,3,1,8,2,7],[4,5,7,1,8,3,2,6],[2,3,1,6,7,4,5,8]],[[7,6,4,3,2,1,8,5],[4,6,5,2,1,3,8,7],[2,3,1,6,7,4,5,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,2,4]|8T43|0|1|[[6,1,1],[2,2,2,1,1],[4,4]]|8T43-6.1.1_2.2.2.1.1_4.4|1|8|8T43-[6,2,4]-611-22211-44-g0|2|4|6|[[[8,3,6,2,5,1,7,4],[1,7,3,6,8,4,2,5],[4,6,7,5,8,3,2,1]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,6,2]|8T43|0|1|[[6,1,1],[6,1,1],[2,2,2,2]]|8T43-6.1.1_6.1.1_2.2.2.2|1|8|8T43-[6,6,2]-611-611-2222-g0|2|6|6|[[[5,3,7,4,2,6,8,1],[6,2,5,1,4,8,7,3],[6,3,2,5,4,1,8,7]]]|[[1,2,3,4,5,6,7,8]]
H|1|[6,6,3]|8T43|0|1|[[6,1,1],[6,1,1],[3,3,1,1]]|8T43-6.1.1_6.1.1_3.3.1.1|1|8|8T43-[6,6,3]-611-611-3311-g0|3|6|6|[[[8,1,3,2,7,6,4,5],[7,2,8,4,6,3,5,1],[2,4,6,1,3,5,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|2|[6,6,4]|8T43|1|2|[[6,1,1],[6,1,1],[4,4]]|8T43-6.1.1_6.1.1_4.4|1|8|8T43-[6,6,4]-611-611-44-g1|4|6|6|[[[7,1,6,3,5,2,4,8],[8,1,3,2,7,6,4,5],[4,6,7,5,8,3,2,1]],[[8,2,6,4,7,5,1,3],[1,5,3,7,4,2,8,6],[4,6,7,5,8,3,2,1]]]|[[1,2,3,4,5,6,7,8]]
H|1|[7,2,6]|8T43|0|1|[[7,1],[2,2,2,1,1],[6,1,1]]|8T43-7.1_2.2.2.1.1_6.1.1|1|8|8T43-[7,2,6]-71-22211-611-g0|2|6|7|[[[4,3,8,7,5,2,6,1],[5,2,8,7,1,6,4,3],[3,6,2,5,1,4,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,2,3]|8T43|0|2|[[8],[2,2,2,1,1],[3,3,1,1]]|8T43-8_2.2.2.1.1_3.3.1.1|1|8|8T43-[8,2,3]-8-22211-3311-g0|2|3|8|[[[4,7,5,3,8,2,1,6],[1,7,3,6,8,4,2,5],[2,4,6,1,3,5,7,8]],[[4,1,2,5,7,8,6,3],[1,2,4,3,7,8,5,6],[2,4,6,1,3,5,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,2,4]|8T43|1|2|[[8],[2,2,2,1,1],[4,4]]|8T43-8_2.2.2.1.1_4.4|1|8|8T43-[8,2,4]-8-22211-44-g1|2|4|8|[[[8,6,7,3,2,4,1,5],[1,3,2,7,6,5,4,8],[4,6,7,5,8,3,2,1]],[[7,8,5,2,4,1,3,6],[2,1,8,6,5,4,7,3],[4,6,7,5,8,3,2,1]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,2,6]|8T43|1|2|[[8],[2,2,2,2],[6,1,1]]|8T43-8_2.2.2.2_6.1.1|1|8|8T43-[8,2,6]-8-2222-611-g1|2|6|8|[[[6,5,8,1,3,2,4,7],[6,3,2,5,4,1,8,7],[5,1,4,8,3,6,7,2]],[[5,3,8,2,6,4,1,7],[6,3,2,5,4,1,8,7],[8,5,3,1,6,4,7,2]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,2,7]|8T43|1|2|[[8],[2,2,2,1,1],[7,1]]|8T43-8_2.2.2.1.1_7.1|1|8|8T43-[8,2,7]-8-22211-71-g1|2|7|8|[[[8,4,6,3,1,7,5,2],[1,5,8,4,2,7,6,3],[2,3,4,5,6,8,7,1]],[[2,3,8,1,4,7,5,6],[3,4,1,2,5,7,6,8],[2,3,4,5,6,8,7,1]]]|[[1,2,3,4,5,6,7,8]]
H|4|[8,3,6]|8T43|1|4|[[8],[3,3,1,1],[6,1,1]]|8T43-8_3.3.1.1_6.1.1|1|8|8T43-[8,3,6]-8-3311-611-g1|3|6|8|[[[4,8,1,5,6,2,3,7],[2,4,6,1,3,5,7,8],[5,3,7,4,2,6,8,1]],[[8,4,5,1,7,3,2,6],[2,4,6,1,3,5,7,8],[2,7,3,1,5,8,6,4]],[[6,5,7,2,1,3,8,4],[2,4,6,1,3,5,7,8],[6,2,3,8,1,4,5,7]],[[6,3,5,2,8,7,4,1],[2,4,6,1,3,5,7,8],[8,2,1,7,5,4,3,6]]]|[[1,2,3,4,5,6,7,8]]
H|2|[4,6,2]|8T44|0|2|[[4,4],[3,3,2],[2,2,2,1,1]]|8T44-4.4_3.3.2_2.2.2.1.1|1|8|8T44-[4,6,2]-44-332-22211-g0|2|4|6|[[[2,3,4,1,6,7,8,5],[7,5,2,8,3,1,6,4],[8,6,3,5,4,2,7,1]],[[3,4,2,1,7,8,6,5],[6,7,1,8,2,3,5,4],[8,6,3,5,4,2,7,1]]]|[[5,6,7,8,1,2,3,4]]
H|1|[4,6,4]|8T44|0|1|[[4,4],[3,3,2],[4,1,1,1,1]]|8T44-4.4_3.3.2_4.1.1.1.1|1|8|8T44-[4,6,4]-44-332-41111-g0|4|4|6|[[[2,3,8,5,6,7,4,1],[5,8,2,7,1,4,6,3],[2,5,3,4,6,1,7,8]]]|[[5,6,7,8,1,2,3,4]]
H|2|[6,4,2]|8T44|0|2|[[6,1,1],[4,4],[2,2,2,1,1]]|8T44-6.1.1_4.4_2.2.2.1.1|1|8|8T44-[6,4,2]-611-44-22211-g0|2|4|6|[[[7,1,2,4,3,5,6,8],[8,7,5,6,4,3,1,2],[8,6,3,5,4,2,7,1]],[[6,3,1,4,2,7,5,8],[8,1,2,7,4,5,6,3],[8,6,3,5,4,2,7,1]]]|[[5,6,7,8,1,2,3,4]]
H|1|[6,4,4]|8T44|0|1|[[6,1,1],[4,1,1,1,1],[4,4]]|8T44-6.1.1_4.1.1.1.1_4.4|1|8|8T44-[6,4,4]-611-41111-44-g0|4|4|6|[[[7,1,2,4,3,5,6,8],[8,2,3,1,4,6,7,5],[2,3,8,5,6,7,4,1]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,2,6]|8T44|0|1|[[8],[2,2,1,1,1,1],[3,3,2]]|8T44-8_2.2.1.1.1.1_3.3.2|1|8|8T44-[8,2,6]-8-221111-332-g0|2|6|8|[[[3,8,2,1,7,4,6,5],[8,2,3,5,4,6,7,1],[5,3,8,6,1,7,4,2]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,2,6]|8T44|0|1|[[8],[2,2,1,1,1,1],[6,1,1]]|8T44-8_2.2.1.1.1.1_6.1.1|1|8|8T44-[8,2,6]-8-221111-611-g0|2|6|8|[[[8,3,5,6,4,7,1,2],[8,2,3,5,4,6,7,1],[7,1,2,4,3,5,6,8]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,2,6]|8T44|1|1|[[8],[2,2,2,2],[3,3,2]]|8T44-8_2.2.2.2_3.3.2|1|8|8T44-[8,2,6]-8-2222-332-g1|2|6|8|[[[6,4,1,3,2,8,5,7],[7,6,5,8,3,2,1,4],[5,3,8,6,1,7,4,2]]]|[[5,6,7,8,1,2,3,4]]
H|1|[8,2,6]|8T44|1|1|[[8],[2,2,2,2],[6,1,1]]|8T44-8_2.2.2.2_6.1.1|1|8|8T44-[8,2,6]-8-2222-611-g1|2|6|8|[[[6,7,4,5,2,3,8,1],[5,6,4,3,1,2,8,7],[7,1,2,4,3,5,6,8]]]|[[5,6,7,8,1,2,3,4]]
H|2|[8,6,4]|8T44|1|2|[[8],[3,3,2],[4,2,1,1]]|8T44-8_3.3.2_4.2.1.1|1|8|8T44-[8,6,4]-8-332-4211-g1|4|6|8|[[[6,3,8,5,2,7,4,1],[3,1,2,8,7,5,6,4],[4,6,3,5,8,2,7,1]],[[7,8,2,5,3,4,6,1],[2,7,5,8,6,3,1,4],[4,6,3,5,8,2,7,1]]]|[[5,6,7,8,1,2,3,4]]
H|2|[8,6,4]|8T44|1|2|[[8],[6,1,1],[4,2,1,1]]|8T44-8_6.1.1_4.2.1.1|1|8|8T44-[8,6,4]-8-611-4211-g1|4|6|8|[[[8,3,1,2,4,7,5,6],[1,8,2,3,5,4,6,7],[4,6,3,5,8,2,7,1]],[[3,8,2,1,7,4,6,5],[2,7,1,4,6,3,5,8],[4,6,3,5,8,2,7,1]]]|[[5,6,7,8,1,2,3,4]]
H|3|[6,6,2]|8T45|0|3|[[6,2],[6,2],[2,2,1,1,1,1]]|8T45-6.2_6.2_2.2.1.1.1.1|1|8|8T45-[6,6,2]-62-62-221111-g0|2|6|6|[[[6,7,5,8,1,2,3,4],[5,4,7,8,1,3,2,6],[1,8,3,4,6,5,7,2]],[[6,7,5,8,1,2,3,4],[5,4,7,1,3,8,2,6],[1,8,3,6,5,4,7,2]],[[6,7,5,8,1,2,3,4],[5,6,4,8,1,3,2,7],[1,2,8,4,6,5,7,3]]]|[[1,2,3,4,5,6,7,8]]
H|8|[6,6,4]|8T45|1|8|[[6,2],[6,2],[4,2,1,1]]|8T45-6.2_6.2_4.2.1.1|1|8|8T45-[6,6,4]-62-62-4211-g1|4|6|6|[[[6,7,5,8,1,2,3,4],[4,5,6,1,3,8,2,7],[2,3,8,6,5,4,7,1]],[[6,7,5,8,1,2,3,4],[5,4,7,2,8,3,1,6],[1,8,3,5,6,7,4,2]],[[6,7,5,8,1,2,3,4],[5,7,6,3,1,2,8,4],[1,3,2,7,4,5,6,8]],[[6,7,5,8,1,2,3,4],[4,7,5,8,3,2,1,6],[3,8,2,4,5,7,6,1]],[[6,7,5,8,1,2,3,4],[7,5,4,8,3,2,1,6],[2,8,1,4,5,7,6,3]],[[6,7,5,8,1,2,3,4],[4,7,5,2,3,1,8,6],[3,8,2,7,5,6,4,1]],[[6,7,5,8,1,2,3,4],[6,4,5,1,3,8,2,7],[3,1,8,6,5,4,7,2]],[[6,7,5,8,1,2,3,4],[6,5,7,3,2,8,1,4],[2,1,3,6,4,7,5,8]]]|[[1,2,3,4,5,6,7,8]]
H|3|[4,4,3]|8T46|0|3|[[4,2,2],[4,2,2],[3,3,1,1]]|8T46-4.2.2_4.2.2_3.3.1.1|1|8|8T46-[4,4,3]-422-422-3311-g0|3|4|4|[[[7,6,5,8,3,1,2,4],[5,7,4,3,2,8,1,6],[8,2,1,6,4,5,7,3]],[[7,6,5,8,3,1,2,4],[7,5,6,3,2,8,1,4],[3,1,2,6,4,5,7,8]],[[7,6,5,8,3,1,2,4],[6,4,7,2,3,1,8,5],[1,3,8,7,5,4,6,2]]]|[[1,2,3,4,5,6,7,8]]
H|4|[4,4,4]|8T46|0|4|[[4,2,2],[4,2,1,1],[4,2,2]]|8T46-4.2.2_4.2.1.1_4.2.2|1|8|8T46-[4,4,4]-422-4211-422-g0|4|4|4|[[[7,6,5,8,3,1,2,4],[3,1,8,5,4,6,7,2],[6,7,4,3,1,8,2,5]],[[7,6,5,8,3,1,2,4],[8,1,2,4,6,5,7,3],[5,7,6,1,8,3,2,4]],[[7,6,5,8,3,1,2,4],[3,8,2,7,5,6,4,1],[6,4,5,2,1,3,8,7]],[[7,6,5,8,3,1,2,4],[3,1,8,4,6,5,7,2],[5,7,6,3,1,8,2,4]]]|[[1,2,3,4,5,6,7,8]]
H|2|[4,4,4]|8T46|1|2|[[4,2,2],[4,2,2],[4,4]]|8T46-4.2.2_4.2.2_4.4|1|8|8T46-[4,4,4]-422-422-44-g1|4|4|4|[[[7,4,5,2,3,1,8,6],[5,7,4,8,1,3,2,6],[8,3,1,7,6,4,5,2]],[[6,4,5,1,3,2,8,7],[6,7,4,1,8,3,2,5],[3,1,8,7,6,4,5,2]]]|[[1,2,3,4,5,6,7,8]]
H|3|[4,4,6]|8T46|0|2|[[4,2,2],[4,2,2],[3,2,2,1]]|8T46-4.2.2_4.2.2_3.2.2.1|2|8|8T46-[4,4,6]-422-422-3221-g0|4|4|6|[[[7,6,5,8,3,1,2,4],[5,4,6,2,8,3,1,7],[3,8,1,5,6,4,7,2]],[[7,6,5,8,3,1,2,4],[5,7,4,3,8,1,2,6],[8,2,1,5,4,7,6,3]],[[7,6,5,8,3,1,2,4],[5,4,6,8,1,3,2,7],[3,8,1,4,6,7,5,2]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,2,4]|8T46|0|2|[[8],[2,2,1,1,1,1],[4,2,2]]|8T46-8_2.2.1.1.1.1_4.2.2|1|8|8T46-[8,2,4]-8-221111-422-g0|2|4|8|[[[7,6,4,1,3,8,2,5],[8,2,3,5,4,6,7,1],[5,7,4,3,1,2,8,6]],[[5,7,4,2,3,1,8,6],[8,2,3,5,4,6,7,1],[6,5,4,3,8,1,2,7]]]|[[1,2,3,4,5,6,7,8]]
H|1|[8,3,4]|8T46|0|1|[[8],[3,1,1,1,1,1],[4,2,2]]|8T46-8_3.1.1.1.1.1_4.2.2|1|8|8T46-[8,3,4]-8-311111-422-g0|3|4|8|[[[4,6,5,8,1,3,2,7],[3,2,8,4,5,6,7,1],[5,7,6,8,1,2,3,4]]]|[[1,2,3,4,5,6,7,8]]
H|4|[8,3,4]|8T46|1|4|[[8],[3,3,1,1],[4,2,2]]|8T46-8_3.3.1.1_4.2.2|1|8|8T46-[8,3,4]-8-3311-422-g1|3|4|8|[[[6,4,7,3,1,2,8,5],[8,1,3,7,5,4,6,2],[5,7,6,8,1,2,3,4]],[[7,6,4,1,3,8,2,5],[8,2,1,6,4,5,7,3],[5,7,6,8,1,2,3,4]],[[5,7,4,2,8,3,1,6],[1,8,2,5,7,6,4,3],[5,7,6,8,1,2,3,4]],[[7,5,6,3,1,2,8,4],[2,3,1,7,5,4,6,8],[5,7,6,8,1,2,3,4]]]|[[1,2,3,4,5,6,7,8]]
H|4|[8,4,4]|8T46|1|4|[[8],[4,2,2],[4,2,1,1]]|8T46-8_4.2.2_4.2.1.1|1|8|8T46-[8,4,4]-8-422-4211-g1|4|4|8|[[[5,6,4,1,2,8,3,7],[5,7,6,8,1,2,3,4],[8,1,2,7,5,6,4,3]],[[7,6,5,3,2,1,8,4],[5,7,6,8,1,2,3,4],[3,1,8,4,7,6,5,2]],[[7,6,5,1,2,8,3,4],[5,7,6,8,1,2,3,4],[8,1,2,4,7,6,5,3]],[[5,7,6,1,2,8,3,4],[5,7,6,8,1,2,3,4],[8,1,2,4,5,7,6,3]]]|[[1,2,3,4,5,6,7,8]]
H|3|[8,6,4]|8T46|1|2|[[8],[3,2,2,1],[4,2,2]]|8T46-8_3.2.2.1_4.2.2|2|8|8T46-[8,6,4]-8-3221-422-g1|4|6|8|[[[7,4,5,3,8,1,2,6],[3,8,1,5,6,4,7,2],[5,7,6,8,1,2,3,4]],[[4,7,6,3,1,2,8,5],[8,3,2,7,5,4,6,1],[5,7,6,8,1,2,3,4]],[[5,4,6,3,2,8,1,7],[1,3,8,6,7,4,5,2],[5,7,6,8,1,2,3,4]]]|[[1,2,3,4,5,6,7,8]]
H|2|[8,8,2]|8T46|1|2|[[8],[8],[2,2,1,1,1,1]]|8T46-8_8_2.2.1.1.1.1|1|8|8T46-[8,8,2]-8-8-221111-g1|2|8|8|[[[6,4,5,8,1,2,3,7],[5,6,4,2,8,1,3,7],[1,2,8,4,7,6,5,3]],[[6,4,5,8,1,2,3,7],[7,6,5,3,2,1,8,4],[3,2,1,5,4,6,7,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[8,8,3]|8T46|1|1|[[8],[8],[3,1,1,1,1,1]]|8T46-8_8_3.1.1.1.1.1|1|8|8T46-[8,8,3]-8-8-311111-g1|3|8|8|[[[6,4,5,8,1,2,3,7],[5,6,7,3,8,1,2,4],[1,2,3,7,4,6,5,8]]]|[[1,2,3,4,5,6,7,8]]
H|1|[4,12,2]|8T47|0|1|[[4,2,2],[4,3,1],[2,2,2,2]]|8T47-4.2.2_4.3.1_2.2.2.2|1|8|8T47-[4,12,2]-422-431-2222-g0|2|4|12|[[[6,5,7,8,2,3,1,4],[1,3,8,6,4,7,5,2],[6,7,4,3,8,1,2,5]]]|[[1,2,3,4,5,6,7,8]]
H|3|[4,6,4]|8T47|0|3|[[4,2,2],[3,2,1,1,1],[4,4]]|8T47-4.2.2_3.2.1.1.1_4.4|1|8|8T47-[4,6,4]-422-32111-44-g0|4|4|6|[[[7,6,4,1,8,2,3,5],[2,1,3,4,6,7,5,8],[4,5,6,3,8,1,2,7]],[[7,6,5,8,3,1,2,4],[1,8,3,4,6,7,5,2],[5,6,7,2,3,8,1,4]],[[6,5,7,8,2,3,1,4],[1,3,8,7,5,6,4,2],[4,5,6,3,8,1,2,7]]]|[[1,2,3,4,5,6,7,8]]
